id;Name;TECNOLOGIA;RAPIDEZ;ALTITUDE;TEMPO;rxlevel_4G;x_;y_
2520;-107 4G;4G;34 km/h;892m;2024.05.28_18.17.52;-107;-44.24210225;-21.11355124
2521;-107 4G;4G;34 km/h;892m;2024.05.28_18.17.54;-107;-44.24227785;-21.11350557
2522;-109 4G;4G;31 km/h;892m;2024.05.28_18.17.56;-109;-44.24244302;-21.11345614
2523;-107 4G;4G;30 km/h;893m;2024.05.28_18.17.58;-107;-44.24259618;-21.11340242
2524;-106 4G;4G;30 km/h;893m;2024.05.28_18.18.00;-106;-44.24274535;-21.11334646
2525;-108 4G;4G;29 km/h;893m;2024.05.28_18.18.02;-108;-44.24289492;-21.11329262
2526;-105 4G;4G;29 km/h;893m;2024.05.28_18.18.04;-105;-44.24289492;-21.11329262
2527;-105 4G;4G;29 km/h;893m;2024.05.28_18.18.04;-105;-44.24304599;-21.11324008
2528;-102 4G;4G;27 km/h;893m;2024.05.28_18.18.06;-102;-44.24318903;-21.11319015
2529;-108 4G;4G;27 km/h;893m;2024.05.28_18.18.08;-108;-44.24318903;-21.11319015
2530;-108 4G;4G;25 km/h;893m;2024.05.28_18.18.08;-108;-44.24331308;-21.11313161
2531;-108 4G;4G;22 km/h;893m;2024.05.28_18.18.10;-108;-44.24338776;-21.11303764
2532;-114 4G;4G;20 km/h;893m;2024.05.28_18.18.12;-114;-44.24340639;-21.11292975
2533;-111 4G;4G;26 km/h;893m;2024.05.28_18.18.14;-111;-44.24335839;-21.11281241
2534;-113 4G;4G;29 km/h;893m;2024.05.28_18.18.16;-113;-44.2433121;-21.11267255
2535;-114 4G;4G;33 km/h;893m;2024.05.28_18.18.18;-114;-44.24327941;-21.11251127
2536;-106 4G;4G;33 km/h;893m;2024.05.28_18.18.19;-106;-44.24327941;-21.11251127
2537;-105 4G;4G;21 km/h;893m;2024.05.28_18.18.20;-105;-44.24326238;-21.11237422
2538;-105 4G;4G;20 km/h;894m;2024.05.28_18.18.22;-105;-44.24325816;-21.11227213
2539;-106 4G;4G;20 km/h;894m;2024.05.28_18.18.24;-106;-44.24325816;-21.11227213
2540;-106 4G;4G;27 km/h;893m;2024.05.28_18.18.24;-106;-44.2432602;-21.11214799
2541;-105 4G;4G;35 km/h;894m;2024.05.28_18.18.26;-105;-44.2432747;-21.1119922
2542;-105 4G;4G;39 km/h;894m;2024.05.28_18.18.27;-105;-44.24328284;-21.1118899
2543;-104 4G;4G;39 km/h;894m;2024.05.28_18.18.28;-104;-44.2432924;-21.1117905
2544;-104 4G;4G;39 km/h;895m;2024.05.28_18.18.29;-104;-44.24330535;-21.11169321
2545;-104 4G;4G;40 km/h;895m;2024.05.28_18.18.30;-104;-44.2433331;-21.11159984
2546;-104 4G;4G;40 km/h;895m;2024.05.28_18.18.31;-104;-44.24337293;-21.11150579
2547;-104 4G;4G;39 km/h;895m;2024.05.28_18.18.32;-104;-44.24341174;-21.11141089
2548;-92 4G;4G;39 km/h;895m;2024.05.28_18.18.33;-92;-44.24346053;-21.11131993
2549;-92 4G;4G;39 km/h;896m;2024.05.28_18.18.34;-92;-44.24351741;-21.11123439
2550;-88 4G;4G;37 km/h;896m;2024.05.28_18.18.35;-88;-44.24357041;-21.1111541
2551;-88 4G;4G;35 km/h;896m;2024.05.28_18.18.36;-88;-44.24362247;-21.11107776
2552;-97 4G;4G;32 km/h;896m;2024.05.28_18.18.38;-97;-44.24372017;-21.11093764
2553;-91 4G;4G;28 km/h;896m;2024.05.28_18.18.40;-91;-44.24380471;-21.11081149
2554;-88 4G;4G;29 km/h;896m;2024.05.28_18.18.42;-88;-44.24388688;-21.11069296
2555;-97 4G;4G;32 km/h;896m;2024.05.28_18.18.44;-97;-44.24397715;-21.11055914
2556;-101 4G;4G;18 km/h;896m;2024.05.28_18.18.46;-101;-44.24404849;-21.11045202
2557;-103 4G;4G;19 km/h;895m;2024.05.28_18.18.49;-103;-44.24411654;-21.11035415
2558;-101 4G;4G;28 km/h;895m;2024.05.28_18.18.51;-101;-44.24419457;-21.11024279
2559;-101 4G;4G;30 km/h;895m;2024.05.28_18.18.53;-101;-44.24428153;-21.11011397
2560;-101 4G;4G;26 km/h;894m;2024.05.28_18.18.55;-101;-44.24436642;-21.10999377
2561;-102 4G;4G;20 km/h;894m;2024.05.28_18.18.57;-102;-44.24442639;-21.10990803
2562;-101 4G;4G;29 km/h;894m;2024.05.28_18.18.59;-101;-44.24450227;-21.10979682
2563;-105 4G;4G;34 km/h;894m;2024.05.28_18.19.01;-105;-44.24459631;-21.10965675
2564;-99 4G;4G;35 km/h;893m;2024.05.28_18.19.03;-99;-44.24469404;-21.109508
2565;-99 4G;4G;39 km/h;893m;2024.05.28_18.19.04;-99;-44.24474682;-21.10942432
2566;-99 4G;4G;42 km/h;893m;2024.05.28_18.19.05;-99;-44.24480257;-21.10933085
2567;-103 4G;4G;43 km/h;893m;2024.05.28_18.19.06;-103;-44.24485673;-21.10923324
2568;-103 4G;4G;46 km/h;892m;2024.05.28_18.19.07;-103;-44.24491029;-21.10912685
2569;-91 4G;4G;49 km/h;892m;2024.05.28_18.19.08;-91;-44.24496258;-21.10901197
2570;-91 4G;4G;52 km/h;892m;2024.05.28_18.19.09;-91;-44.24501386;-21.10888711
2571;-91 4G;4G;54 km/h;893m;2024.05.28_18.19.10;-91;-44.24506263;-21.10875754
2572;-98 4G;4G;55 km/h;893m;2024.05.28_18.19.11;-98;-44.24511034;-21.10862554
2573;-98 4G;4G;56 km/h;893m;2024.05.28_18.19.12;-98;-44.24515891;-21.10849197
2574;-98 4G;4G;57 km/h;893m;2024.05.28_18.19.13;-98;-44.24520902;-21.10835551
2575;-98 4G;4G;58 km/h;893m;2024.05.28_18.19.14;-98;-44.24525955;-21.10821673
2576;-98 4G;4G;59 km/h;893m;2024.05.28_18.19.15;-98;-44.24531232;-21.10807454
2577;-101 4G;4G;59 km/h;893m;2024.05.28_18.19.16;-101;-44.24536391;-21.10793503
2578;-101 4G;4G;60 km/h;893m;2024.05.28_18.19.17;-101;-44.24541687;-21.1077944
2579;-101 4G;4G;61 km/h;893m;2024.05.28_18.19.18;-101;-44.24546975;-21.10765009
2580;-101 4G;4G;61 km/h;893m;2024.05.28_18.19.19;-101;-44.24552376;-21.10750212
2581;-101 4G;4G;62 km/h;893m;2024.05.28_18.19.20;-101;-44.24557746;-21.10735507
2582;-104 4G;4G;62 km/h;893m;2024.05.28_18.19.21;-104;-44.24563298;-21.10720622
2583;-104 4G;4G;63 km/h;893m;2024.05.28_18.19.22;-104;-44.24569143;-21.10705675
2584;-104 4G;4G;63 km/h;893m;2024.05.28_18.19.23;-104;-44.24574918;-21.10690625
2585;-94 4G;4G;63 km/h;893m;2024.05.28_18.19.24;-94;-44.24580554;-21.10675431
2586;-94 4G;4G;64 km/h;893m;2024.05.28_18.19.25;-94;-44.24586176;-21.10660422
2587;-94 4G;4G;64 km/h;894m;2024.05.28_18.19.26;-94;-44.2459192;-21.10645299
2588;-94 4G;4G;64 km/h;894m;2024.05.28_18.19.27;-94;-44.24597674;-21.10630055
2589;-94 4G;4G;64 km/h;894m;2024.05.28_18.19.28;-94;-44.24603475;-21.10614813
2590;-98 4G;4G;64 km/h;894m;2024.05.28_18.19.29;-98;-44.24603475;-21.10614813
2591;-98 4G;4G;64 km/h;894m;2024.05.28_18.19.29;-98;-44.24609168;-21.10599628
2592;-98 4G;4G;64 km/h;894m;2024.05.28_18.19.30;-98;-44.24614953;-21.10584315
2593;-98 4G;4G;65 km/h;894m;2024.05.28_18.19.31;-98;-44.24620869;-21.10568918
2594;-110 4G;4G;65 km/h;894m;2024.05.28_18.19.32;-110;-44.24626805;-21.10553502
2595;-110 4G;4G;65 km/h;894m;2024.05.28_18.19.33;-110;-44.24632784;-21.1053804
2596;-114 4G;4G;65 km/h;894m;2024.05.28_18.19.34;-114;-44.24632784;-21.1053804
2597;-114 4G;4G;65 km/h;894m;2024.05.28_18.19.34;-114;-44.24638539;-21.10522675
2598;-114 4G;4G;63 km/h;894m;2024.05.28_18.19.35;-114;-44.24644147;-21.10507629
2599;-116 4G;4G;61 km/h;894m;2024.05.28_18.19.36;-116;-44.24649656;-21.10493016
2600;-116 4G;4G;60 km/h;894m;2024.05.28_18.19.37;-116;-44.24655029;-21.1047867
2601;-116 4G;4G;60 km/h;894m;2024.05.28_18.19.38;-116;-44.24660435;-21.10464326
2602;-113 4G;4G;60 km/h;894m;2024.05.28_18.19.39;-113;-44.24660435;-21.10464326
2603;-113 4G;4G;60 km/h;894m;2024.05.28_18.19.39;-113;-44.24665799;-21.1044989
2604;-113 4G;4G;61 km/h;894m;2024.05.28_18.19.40;-113;-44.24671213;-21.1043536
2605;-113 4G;4G;61 km/h;894m;2024.05.28_18.19.41;-113;-44.24676484;-21.10420059
2606;-108 4G;4G;61 km/h;894m;2024.05.28_18.19.42;-108;-44.24682256;-21.10405558
2607;-108 4G;4G;60 km/h;894m;2024.05.28_18.19.43;-108;-44.24688133;-21.10391191
2608;-111 4G;4G;60 km/h;894m;2024.05.28_18.19.44;-111;-44.24694749;-21.10377405
2609;-111 4G;4G;60 km/h;894m;2024.05.28_18.19.45;-111;-44.24702002;-21.10363874
2610;-110 4G;4G;59 km/h;895m;2024.05.28_18.19.46;-110;-44.24709026;-21.10349684
2611;-110 4G;4G;59 km/h;895m;2024.05.28_18.19.47;-110;-44.2471781;-21.10337428
2612;-110 4G;4G;55 km/h;895m;2024.05.28_18.19.48;-110;-44.24727979;-21.10326952
2613;-110 4G;4G;48 km/h;895m;2024.05.28_18.19.49;-110;-44.24736396;-21.10317696
2614;-111 4G;4G;39 km/h;894m;2024.05.28_18.19.50;-111;-44.24743791;-21.1031106
2615;-111 4G;4G;19 km/h;894m;2024.05.28_18.19.52;-111;-44.2475368;-21.10302717
2616;-107 4G;4G;18 km/h;893m;2024.05.28_18.19.54;-107;-44.24761492;-21.10297393
2617;-112 4G;4G;25 km/h;892m;2024.05.28_18.19.56;-112;-44.24771301;-21.10289787
2618;-112 4G;4G;34 km/h;892m;2024.05.28_18.19.58;-112;-44.2478494;-21.10279177
2619;-112 4G;4G;38 km/h;892m;2024.05.28_18.19.59;-112;-44.24792395;-21.10273408
2620;-112 4G;4G;42 km/h;892m;2024.05.28_18.20.00;-112;-44.2480115;-21.10266482
2621;-108 4G;4G;42 km/h;892m;2024.05.28_18.20.01;-108;-44.2480115;-21.10266482
2622;-108 4G;4G;44 km/h;892m;2024.05.28_18.20.01;-108;-44.24810572;-21.10259587
2623;-108 4G;4G;45 km/h;892m;2024.05.28_18.20.02;-108;-44.24820011;-21.10252585
2624;-109 4G;4G;43 km/h;892m;2024.05.28_18.20.03;-109;-44.24829366;-21.10245842
2625;-109 4G;4G;42 km/h;892m;2024.05.28_18.20.04;-109;-44.24838307;-21.10239138
2626;-109 4G;4G;41 km/h;892m;2024.05.28_18.20.05;-109;-44.24847166;-21.10232577
2627;-105 4G;4G;41 km/h;892m;2024.05.28_18.20.06;-105;-44.24856055;-21.10226487
2628;-105 4G;4G;40 km/h;892m;2024.05.28_18.20.07;-105;-44.2486468;-21.10220415
2629;-102 4G;4G;40 km/h;892m;2024.05.28_18.20.08;-102;-44.24873848;-21.10214839
2630;-102 4G;4G;40 km/h;892m;2024.05.28_18.20.09;-102;-44.2488305;-21.10209756
2631;-102 4G;4G;40 km/h;892m;2024.05.28_18.20.10;-102;-44.24892703;-21.1020516
2632;-105 4G;4G;41 km/h;892m;2024.05.28_18.20.11;-105;-44.24902805;-21.10200825
2633;-105 4G;4G;41 km/h;892m;2024.05.28_18.20.12;-105;-44.24912952;-21.10197021
2634;-107 4G;4G;24 km/h;892m;2024.05.28_18.20.14;-107;-44.24928316;-21.10192316
2635;-108 4G;4G;18 km/h;891m;2024.05.28_18.20.16;-108;-44.24938514;-21.10190571
2636;-112 4G;4G;28 km/h;891m;2024.05.28_18.20.18;-112;-44.24950789;-21.10187626
2637;-112 4G;4G;37 km/h;890m;2024.05.28_18.20.20;-112;-44.24968732;-21.10183585
2638;-112 4G;4G;40 km/h;890m;2024.05.28_18.20.21;-112;-44.24979162;-21.10181356
2639;-112 4G;4G;40 km/h;890m;2024.05.28_18.20.22;-112;-44.24989537;-21.10178738
2640;-114 4G;4G;42 km/h;890m;2024.05.28_18.20.23;-114;-44.25000655;-21.10176307
2641;-114 4G;4G;45 km/h;891m;2024.05.28_18.20.24;-114;-44.25012293;-21.10174292
2642;-107 4G;4G;45 km/h;891m;2024.05.28_18.20.25;-107;-44.25012293;-21.10174292
2643;-107 4G;4G;48 km/h;891m;2024.05.28_18.20.25;-107;-44.25025008;-21.10171527
2644;-107 4G;4G;50 km/h;891m;2024.05.28_18.20.26;-107;-44.25038152;-21.10168762
2645;-104 4G;4G;52 km/h;891m;2024.05.28_18.20.27;-104;-44.25051853;-21.10165984
2646;-104 4G;4G;53 km/h;891m;2024.05.28_18.20.28;-104;-44.2506608;-21.10163317
2647;-104 4G;4G;55 km/h;891m;2024.05.28_18.20.29;-104;-44.25080804;-21.10160511
2648;-104 4G;4G;55 km/h;892m;2024.05.28_18.20.30;-104;-44.25095462;-21.1015745
2649;-104 4G;4G;55 km/h;892m;2024.05.28_18.20.31;-104;-44.25109996;-21.10155543
2650;-104 4G;4G;57 km/h;892m;2024.05.28_18.20.32;-104;-44.25124155;-21.10152054
2651;-104 4G;4G;58 km/h;892m;2024.05.28_18.20.33;-104;-44.2513998;-21.1014888
2652;-105 4G;4G;59 km/h;892m;2024.05.28_18.20.34;-105;-44.25155518;-21.10145434
2653;-105 4G;4G;60 km/h;893m;2024.05.28_18.20.35;-105;-44.25171359;-21.10142254
2654;-105 4G;4G;61 km/h;893m;2024.05.28_18.20.36;-105;-44.25187418;-21.10139096
2655;-100 4G;4G;60 km/h;893m;2024.05.28_18.20.37;-100;-44.2520329;-21.10135552
2656;-100 4G;4G;60 km/h;893m;2024.05.28_18.20.38;-100;-44.25218741;-21.10132515
2657;-100 4G;4G;59 km/h;894m;2024.05.28_18.20.39;-100;-44.25234505;-21.10129433
2658;-98 4G;4G;59 km/h;894m;2024.05.28_18.20.40;-98;-44.25250198;-21.10126381
2659;-98 4G;4G;60 km/h;894m;2024.05.28_18.20.41;-98;-44.25266034;-21.10123149
2660;-98 4G;4G;60 km/h;894m;2024.05.28_18.20.42;-98;-44.2528192;-21.10119958
2661;-99 4G;4G;59 km/h;895m;2024.05.28_18.20.43;-99;-44.25297369;-21.10117104
2662;-99 4G;4G;58 km/h;895m;2024.05.28_18.20.44;-99;-44.25312783;-21.10114343
2663;-99 4G;4G;58 km/h;895m;2024.05.28_18.20.45;-99;-44.25328052;-21.10111741
2664;-102 4G;4G;57 km/h;895m;2024.05.28_18.20.46;-102;-44.25343166;-21.10108828
2665;-102 4G;4G;56 km/h;895m;2024.05.28_18.20.47;-102;-44.25358053;-21.10106013
2666;-102 4G;4G;56 km/h;894m;2024.05.28_18.20.48;-102;-44.25372647;-21.10103571
2667;-102 4G;4G;56 km/h;894m;2024.05.28_18.20.49;-102;-44.25386963;-21.10101132
2668;-102 4G;4G;57 km/h;894m;2024.05.28_18.20.50;-102;-44.25401487;-21.1009904
2669;-102 4G;4G;57 km/h;894m;2024.05.28_18.20.51;-102;-44.25416854;-21.10096735
2670;-102 4G;4G;58 km/h;894m;2024.05.28_18.20.52;-102;-44.25433107;-21.1009414
2671;-96 4G;4G;58 km/h;894m;2024.05.28_18.20.53;-96;-44.25448824;-21.10091019
2672;-96 4G;4G;58 km/h;894m;2024.05.28_18.20.54;-96;-44.25464671;-21.10087437
2673;-96 4G;4G;58 km/h;894m;2024.05.28_18.20.55;-96;-44.2548021;-21.10084215
2674;-96 4G;4G;57 km/h;894m;2024.05.28_18.20.56;-96;-44.25495065;-21.10081708
2675;-96 4G;4G;57 km/h;894m;2024.05.28_18.20.57;-96;-44.25510154;-21.10078921
2676;-98 4G;4G;57 km/h;894m;2024.05.28_18.20.58;-98;-44.25525407;-21.10076422
2677;-98 4G;4G;57 km/h;894m;2024.05.28_18.20.59;-98;-44.25540861;-21.10074189
2678;-98 4G;4G;58 km/h;894m;2024.05.28_18.21.00;-98;-44.25556299;-21.10071779
2679;-102 4G;4G;58 km/h;894m;2024.05.28_18.21.01;-102;-44.25571778;-21.10069411
2680;-102 4G;4G;58 km/h;894m;2024.05.28_18.21.02;-102;-44.25587145;-21.10066388
2681;-102 4G;4G;59 km/h;894m;2024.05.28_18.21.03;-102;-44.25602388;-21.10062468
2682;-103 4G;4G;65 km/h;894m;2024.05.28_18.21.04;-103;-44.25618767;-21.10057451
2683;-103 4G;4G;60 km/h;894m;2024.05.28_18.21.05;-103;-44.25634102;-21.10052412
2684;-110 4G;4G;59 km/h;895m;2024.05.28_18.21.06;-110;-44.25647712;-21.10045695
2685;-110 4G;4G;59 km/h;895m;2024.05.28_18.21.07;-110;-44.25660478;-21.10038522
2686;-110 4G;4G;59 km/h;895m;2024.05.28_18.21.08;-110;-44.25674488;-21.10031912
2687;-117 4G;4G;59 km/h;895m;2024.05.28_18.21.09;-117;-44.25688658;-21.1002434
2688;-117 4G;4G;59 km/h;895m;2024.05.28_18.21.10;-117;-44.25702336;-21.10017175
2689;-118 4G;4G;59 km/h;895m;2024.05.28_18.21.11;-118;-44.25716025;-21.10009389
2690;-118 4G;4G;58 km/h;895m;2024.05.28_18.21.12;-118;-44.25729435;-21.10001396
2691;-119 4G;4G;59 km/h;896m;2024.05.28_18.21.13;-119;-44.25741567;-21.09991717
2692;-119 4G;4G;60 km/h;896m;2024.05.28_18.21.14;-119;-44.25752355;-21.09980831
2693;-110 4G;4G;60 km/h;896m;2024.05.28_18.21.15;-110;-44.25761631;-21.09968363
2694;-110 4G;4G;61 km/h;896m;2024.05.28_18.21.16;-110;-44.25769746;-21.09955084
2695;-110 4G;4G;62 km/h;896m;2024.05.28_18.21.17;-110;-44.25777392;-21.09941083
2696;-110 4G;4G;64 km/h;896m;2024.05.28_18.21.18;-110;-44.25784113;-21.09926325
2697;-110 4G;4G;65 km/h;896m;2024.05.28_18.21.19;-110;-44.25790171;-21.09910768
2698;-107 4G;4G;66 km/h;896m;2024.05.28_18.21.20;-107;-44.2579461;-21.09894316
2699;-107 4G;4G;65 km/h;896m;2024.05.28_18.21.21;-107;-44.25797692;-21.09877926
2700;-106 4G;4G;63 km/h;896m;2024.05.28_18.21.22;-106;-44.25800093;-21.09862076
2701;-106 4G;4G;62 km/h;896m;2024.05.28_18.21.23;-106;-44.25802891;-21.09846603
2702;-108 4G;4G;62 km/h;896m;2024.05.28_18.21.24;-108;-44.25807418;-21.09831712
2703;-108 4G;4G;63 km/h;896m;2024.05.28_18.21.25;-108;-44.25814371;-21.098172
2704;-108 4G;4G;65 km/h;896m;2024.05.28_18.21.26;-108;-44.2582322;-21.09803049
2705;-107 4G;4G;67 km/h;896m;2024.05.28_18.21.27;-107;-44.25832911;-21.09788963
2706;-107 4G;4G;69 km/h;896m;2024.05.28_18.21.28;-107;-44.25843038;-21.09774551
2707;-107 4G;4G;70 km/h;896m;2024.05.28_18.21.29;-107;-44.25853595;-21.09759953
2708;-110 4G;4G;70 km/h;896m;2024.05.28_18.21.30;-110;-44.25864041;-21.09745357
2709;-110 4G;4G;69 km/h;896m;2024.05.28_18.21.31;-110;-44.25874355;-21.09730802
2710;-112 4G;4G;68 km/h;896m;2024.05.28_18.21.32;-112;-44.25884162;-21.09716621
2711;-112 4G;4G;66 km/h;896m;2024.05.28_18.21.33;-112;-44.25893517;-21.09702395
2712;-118 4G;4G;65 km/h;896m;2024.05.28_18.21.34;-118;-44.25901933;-21.09688028
2713;-118 4G;4G;63 km/h;896m;2024.05.28_18.21.35;-118;-44.25908033;-21.09673091
2714;-115 4G;4G;63 km/h;896m;2024.05.28_18.21.36;-115;-44.2591168;-21.09657558
2715;-115 4G;4G;63 km/h;896m;2024.05.28_18.21.37;-115;-44.25913107;-21.09641609
2716;-115 4G;4G;64 km/h;896m;2024.05.28_18.21.38;-115;-44.2591285;-21.0962535
2717;-116 4G;4G;65 km/h;896m;2024.05.28_18.21.39;-116;-44.25911861;-21.09609022
2718;-116 4G;4G;64 km/h;896m;2024.05.28_18.21.40;-116;-44.25911222;-21.09592829
2719;-115 4G;4G;62 km/h;895m;2024.05.28_18.21.41;-115;-44.25911063;-21.09576906
2720;-115 4G;4G;62 km/h;895m;2024.05.28_18.21.42;-115;-44.2591451;-21.09561564
2721;-118 4G;4G;62 km/h;895m;2024.05.28_18.21.43;-118;-44.25920473;-21.09546631
2722;-118 4G;4G;63 km/h;895m;2024.05.28_18.21.44;-118;-44.25928107;-21.09532169
2723;-118 4G;4G;64 km/h;895m;2024.05.28_18.21.45;-118;-44.25937041;-21.09518435
2724;-120 4G;4G;65 km/h;895m;2024.05.28_18.21.46;-120;-44.25946841;-21.09504779
2725;-120 4G;4G;66 km/h;895m;2024.05.28_18.21.47;-120;-44.25957009;-21.09491031
2726;-117 4G;4G;67 km/h;895m;2024.05.28_18.21.48;-117;-44.25967545;-21.09477333
2727;-117 4G;4G;66 km/h;895m;2024.05.28_18.21.49;-117;-44.25977942;-21.09463526
2728;-117 4G;4G;65 km/h;895m;2024.05.28_18.21.50;-117;-44.25988215;-21.09450299
2729;-124 4G;4G;63 km/h;895m;2024.05.28_18.21.51;-124;-44.25998033;-21.09437511
2730;-124 4G;4G;62 km/h;895m;2024.05.28_18.21.52;-124;-44.2600571;-21.09426245
2731;-124 4G;4G;62 km/h;895m;2024.05.28_18.21.53;-124;-44.26017372;-21.09413675
2732;-122 4G;4G;62 km/h;895m;2024.05.28_18.21.54;-122;-44.26017372;-21.09413675
2733;-122 4G;4G;63 km/h;895m;2024.05.28_18.21.54;-122;-44.26030271;-21.09402352
2734;-122 4G;4G;64 km/h;895m;2024.05.28_18.21.55;-122;-44.26043747;-21.09391552
2735;-118 4G;4G;64 km/h;895m;2024.05.28_18.21.56;-118;-44.26043747;-21.09391552
2736;-118 4G;4G;65 km/h;895m;2024.05.28_18.21.56;-118;-44.26057213;-21.09380423
2737;-118 4G;4G;66 km/h;895m;2024.05.28_18.21.57;-118;-44.2607085;-21.09369062
2738;-118 4G;4G;67 km/h;895m;2024.05.28_18.21.58;-118;-44.26083988;-21.09357462
2739;-121 4G;4G;66 km/h;895m;2024.05.28_18.21.59;-121;-44.26096278;-21.09345115
2740;-121 4G;4G;65 km/h;895m;2024.05.28_18.22.00;-121;-44.26108016;-21.09332665
2741;-125 4G;4G;63 km/h;895m;2024.05.28_18.22.01;-125;-44.26118198;-21.0931982
2742;-125 4G;4G;62 km/h;895m;2024.05.28_18.22.02;-125;-44.26127693;-21.0930675
2743;-125 4G;4G;61 km/h;895m;2024.05.28_18.22.03;-125;-44.26136859;-21.09293818
2744;-126 4G;4G;60 km/h;895m;2024.05.28_18.22.04;-126;-44.26146616;-21.0928155
2745;-126 4G;4G;60 km/h;896m;2024.05.28_18.22.05;-126;-44.26157144;-21.09270147
2746;-126 4G;4G;59 km/h;895m;2024.05.28_18.22.06;-126;-44.26169023;-21.09259976
2747;-128 4G;4G;60 km/h;895m;2024.05.28_18.22.07;-128;-44.26182352;-21.09251174
2748;-128 4G;4G;61 km/h;895m;2024.05.28_18.22.08;-128;-44.2619676;-21.09243633
2749;-125 4G;4G;62 km/h;895m;2024.05.28_18.22.09;-125;-44.26211621;-21.09236598
2750;-125 4G;4G;61 km/h;895m;2024.05.28_18.22.10;-125;-44.26226891;-21.09230292
2751;-125 4G;4G;60 km/h;895m;2024.05.28_18.22.11;-125;-44.26241852;-21.09224158
2752;-127 4G;4G;59 km/h;895m;2024.05.28_18.22.12;-127;-44.26256532;-21.09217857
2753;-127 4G;4G;59 km/h;895m;2024.05.28_18.22.13;-127;-44.26270853;-21.09210905
2754;-130 4G;4G;59 km/h;895m;2024.05.28_18.22.14;-130;-44.26270853;-21.09210905
2755;-130 4G;4G;59 km/h;895m;2024.05.28_18.22.14;-130;-44.26284323;-21.09202683
2756;-130 4G;4G;60 km/h;895m;2024.05.28_18.22.15;-130;-44.26297246;-21.09193144
2757;-130 4G;4G;61 km/h;895m;2024.05.28_18.22.16;-130;-44.26308813;-21.09182367
2758;-130 4G;4G;61 km/h;895m;2024.05.28_18.22.17;-130;-44.26308813;-21.09182367
2759;-130 4G;4G;62 km/h;895m;2024.05.28_18.22.17;-130;-44.26320136;-21.09170526
2760;-130 4G;4G;63 km/h;895m;2024.05.28_18.22.18;-130;-44.26330053;-21.09156873
2761;-122 4G;4G;63 km/h;895m;2024.05.28_18.22.19;-122;-44.26330053;-21.09156873
2762;-122 4G;4G;64 km/h;895m;2024.05.28_18.22.19;-122;-44.26339727;-21.09143708
2763;-122 4G;4G;66 km/h;895m;2024.05.28_18.22.20;-122;-44.26349473;-21.09130192
2764;-122 4G;4G;66 km/h;895m;2024.05.28_18.22.21;-122;-44.2635942;-21.09116786
2765;-120 4G;4G;66 km/h;896m;2024.05.28_18.22.22;-120;-44.26368891;-21.09102766
2766;-120 4G;4G;65 km/h;896m;2024.05.28_18.22.23;-120;-44.2637704;-21.09088219
2767;-122 4G;4G;65 km/h;895m;2024.05.28_18.22.24;-122;-44.26382876;-21.09072887
2768;-122 4G;4G;64 km/h;895m;2024.05.28_18.22.25;-122;-44.26385809;-21.09056538
2769;-122 4G;4G;64 km/h;895m;2024.05.28_18.22.26;-122;-44.26385613;-21.090404
2770;-122 4G;4G;64 km/h;895m;2024.05.28_18.22.27;-122;-44.26385613;-21.090404
2771;-122 4G;4G;64 km/h;895m;2024.05.28_18.22.27;-122;-44.2638285;-21.09024252
2772;-122 4G;4G;65 km/h;895m;2024.05.28_18.22.28;-122;-44.26378824;-21.09008213
2773;-122 4G;4G;65 km/h;895m;2024.05.28_18.22.29;-122;-44.26378824;-21.09008213
2774;-122 4G;4G;66 km/h;896m;2024.05.28_18.22.29;-122;-44.26373961;-21.08991854
2775;-122 4G;4G;68 km/h;895m;2024.05.28_18.22.30;-122;-44.26369121;-21.08975461
2776;-122 4G;4G;70 km/h;896m;2024.05.28_18.22.31;-122;-44.26364125;-21.08958998
2777;-253 4G;4G;70 km/h;896m;2024.05.28_18.22.32;-200;-44.26364125;-21.08958998
2778;-253 4G;4G;70 km/h;895m;2024.05.28_18.22.32;-200;-44.26358912;-21.08941884
2779;-253 4G;4G;70 km/h;895m;2024.05.28_18.22.33;-200;-44.26353457;-21.08924541
2780;-253 4G;4G;70 km/h;895m;2024.05.28_18.22.34;-200;-44.26348426;-21.08907362
2781;-253 4G;4G;71 km/h;894m;2024.05.28_18.22.35;-200;-44.26345595;-21.08889512
2782;-124 4G;4G;74 km/h;894m;2024.05.28_18.22.38;-124;-44.26342385;-21.0885234
2783;-124 4G;4G;74 km/h;893m;2024.05.28_18.22.38;-124;-44.26341031;-21.08833442
2784;-124 4G;4G;75 km/h;893m;2024.05.28_18.22.39;-124;-44.26339726;-21.08814477
2785;-123 4G;4G;75 km/h;893m;2024.05.28_18.22.40;-123;-44.26339726;-21.08814477
2786;-123 4G;4G;75 km/h;893m;2024.05.28_18.22.40;-123;-44.2633851;-21.08795343
2787;-123 4G;4G;76 km/h;892m;2024.05.28_18.22.41;-123;-44.26337269;-21.08775606
2788;-123 4G;4G;77 km/h;892m;2024.05.28_18.22.42;-123;-44.26336079;-21.08756228
2789;-117 4G;4G;77 km/h;892m;2024.05.28_18.22.43;-117;-44.26336079;-21.08756228
2790;-117 4G;4G;77 km/h;892m;2024.05.28_18.22.43;-117;-44.26335191;-21.0873713
2791;-117 4G;4G;76 km/h;891m;2024.05.28_18.22.44;-117;-44.26334153;-21.08718055
2792;-117 4G;4G;74 km/h;891m;2024.05.28_18.22.45;-117;-44.26333636;-21.08699725
